cluster,genomes_present,family_type,gene,product,go_function,ontology_term
GCF_000597845.1|WP_001243437.1,11,Core,ibpA,small heat shock chaperone IbpA,unfolded protein binding|0051082||IEA,"GO:0006950,GO:0051082"
GCF_000597845.1|WP_001244308.1,11,Core,ssuA,aliphatic sulfonate ABC transporter substrate-binding protein SsuA,,
GCF_000597845.1|WP_001244358.1,5,Accessory,,TRAP transporter small permease,transmembrane transporter activity|0022857||IEA,"GO:0015740,GO:0022857,GO:0005886,GO:0016020,GO:0031317"
GCF_000597845.1|WP_001244735.1,11,Core,focB,formate transporter FocB,,
GCF_000597845.1|WP_001244979.1,11,Core,pqqL,M16 family metallopeptidase,"metallopeptidase activity|0008237||IEA,metal ion binding|0046872||IEA","GO:0008237,GO:0046872"
GCF_000597845.1|WP_001245295.1,11,Core,dcrB,phage sensitivity protein DcrB,,
GCF_000597845.1|WP_001245684.1,9,Accessory,amyA,alpha-amylase,"hydrolase activity%2C hydrolyzing O-glycosyl compounds|0004553||IEA,calcium ion binding|0005509||IEA","GO:0005975,GO:0004553,GO:0005509"
GCF_000597845.1|WP_001246104.1,11,Core,ygbE,DUF3561 family protein,,
GCF_000597845.1|WP_001246498.1,11,Core,pdeG,EAL domain-containing protein,,
GCF_000597845.1|WP_001247089.1,10,Accessory,rph,ribonuclease PH,"tRNA binding|0000049||IEA,tRNA nucleotidyltransferase activity|0009022||IEA","GO:0008033,GO:0000049,GO:0009022"
GCF_000597845.1|WP_001248691.1,11,Core,rluE,23S rRNA pseudouridine(2457) synthase RluE,pseudouridine synthase activity|0009982||IEA,"GO:0001522,GO:0009982"
GCF_000597845.1|WP_001248770.1,11,Core,sgrT,glucose uptake inhibitor SgrT,,GO:0046325
GCF_000597845.1|WP_001249889.1,11,Core,nudI,nucleoside triphosphatase NudI,hydrolase activity%2C acting on acid anhydrides%2C in phosphorus-containing anhydrides|0016818||IEA,GO:0016818
GCF_000597845.1|WP_001250088.1,11,Core,hemH,ferrochelatase,ferrochelatase activity|0004325||IEA,"GO:0006779,GO:0004325"
GCF_000597845.1|WP_001250644.1,11,Core,glpX,class II fructose-bisphosphatase,fructose 1%2C6-bisphosphate 1-phosphatase activity|0042132||IEA,"GO:0006071,GO:0006094,GO:0042132"
GCF_000597845.1|WP_001251313.1,11,Core,ydcU,ABC transporter permease,"ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA","GO:0055085,GO:0042626,GO:0140359,GO:0016020"
GCF_000597845.1|WP_001251348.1,11,Core,lolE,lipoprotein-releasing ABC transporter permease subunit LolE,,GO:0042953
GCF_000597845.1|WP_001251538.1,11,Core,hyfR,DNA-binding transcriptional regulator HyfR,,
GCF_000597845.1|WP_001251608.1,11,Core,fsr,fosmidomycin MFS transporter,,
GCF_000597845.1|WP_001251965.1,11,Core,atpC,F0F1 ATP synthase subunit epsilon,proton-transporting ATP synthase activity%2C rotational mechanism|0046933||IEA,"GO:0015986,GO:0046933"
GCF_000597845.1|WP_001251991.1,11,Core,pstA,phosphate ABC transporter permease PstA,,"GO:0035435,GO:0005886"
GCF_000597845.1|WP_001253418.1,11,Core,,YceO family protein,,
GCF_000597845.1|WP_001253625.1,11,Core,yhdP,AsmA2 domain-containing protein YhdP,,
GCF_000597845.1|WP_001253696.1,11,Core,envZ,two-component system sensor histidine kinase EnvZ,phosphorelay sensor kinase activity|0000155||IEA,"GO:0007165,GO:0016310,GO:0000155,GO:0016020"
GCF_000597845.1|WP_001254790.1,11,Core,yhfZ,GntR family transcriptional regulator YhfZ,,
GCF_000597845.1|WP_001255226.1,11,Core,sfmF,fimbria assembly protein,,
GCF_000597845.1|WP_001255609.1,11,Core,menC,o-succinylbenzoate synthase,"magnesium ion binding|0000287||IEA,hydro-lyase activity|0016836||IEA","GO:0009234,GO:0000287,GO:0016836"
GCF_000597845.1|WP_001256540.1,11,Core,pgpB,phosphatidylglycerophosphatase B,phosphatidylserine decarboxylase activity|0004609||IEA,"GO:0008654,GO:0004609"
GCF_000597845.1|WP_001257000.1,11,Core,tmk,dTMP kinase,"dTMP kinase activity|0004798||IEA,ATP binding|0005524||IEA","GO:0006233,GO:0004798,GO:0005524"
GCF_000597845.1|WP_001257044.1,11,Core,sirB1,invasion regulator SirB1,,
GCF_000597845.1|WP_001257846.1,11,Core,argR,transcriptional regulator ArgR,,
GCF_000597845.1|WP_001258678.1,11,Core,aspS,aspartate--tRNA ligase,"aspartate-tRNA ligase activity|0004815||IEA,ATP binding|0005524||IEA","GO:0006422,GO:0004815,GO:0005524,GO:0005737"
GCF_000597845.1|WP_001258839.1,11,Core,chiP,chitoporin ChiP,porin activity|0015288||IEA,"GO:0015774,GO:0052778,GO:0015288"
GCF_000597845.1|WP_001259255.1,9,Accessory,yefM,YoeB-YefM toxin-antitoxin system antitoxin YefM,,
GCF_000597845.1|WP_001259700.1,11,Core,pldA,phospholipase A,phospholipase activity|0004620||IEA,"GO:0006629,GO:0004620"
GCF_000597845.1|WP_001259811.1,11,Core,sppA,signal peptide peptidase SppA,peptidase activity|0008233||IEA,"GO:0006465,GO:0008233"
GCF_000597845.1|WP_001260712.1,11,Core,proS,proline--tRNA ligase,"proline-tRNA ligase activity|0004827||IEA,ATP binding|0005524||IEA","GO:0006433,GO:0004827,GO:0005524,GO:0005737"
GCF_000597845.1|WP_001260865.1,11,Core,ydgD,trypsin-like serine peptidase,"serine-type endopeptidase activity|0004252||IEA,peptidase activity|0008233||IEA,serine-type peptidase activity|0008236||IEA","GO:0006508,GO:0004252,GO:0008233,GO:0008236"
GCF_000597845.1|WP_001261013.1,11,Core,ydcL,DUF3313 domain-containing protein,,
GCF_000597845.1|WP_001261211.1,11,Core,ycjG,L-Ala-D/L-Glu epimerase,racemase and epimerase activity%2C acting on amino acids and derivatives|0016855||IEA,"GO:0009063,GO:0016855"
GCF_000597845.1|WP_001261235.1,11,Core,yccF,YccF domain-containing protein,,
GCF_000597845.1|WP_001261287.1,1,Singleton,vapB,type II toxin-antitoxin system VapB family antitoxin,,
GCF_000597845.1|WP_001262123.1,10,Accessory,uspE,universal stress protein UspE,,
GCF_000597845.1|WP_001262716.1,11,Core,ung,uracil-DNA glycosylase,"uracil DNA N-glycosylase activity|0004844||IEA,hydrolase activity%2C hydrolyzing N-glycosyl compounds|0016799||IEA","GO:0006284,GO:0004844,GO:0016799"
GCF_000597845.1|WP_001262765.1,1,Singleton,,GmrSD restriction endonuclease domain-containing protein,,
GCF_000597845.1|WP_001263493.1,7,Accessory,yafO,type II toxin-antitoxin system mRNA interferase toxin YafO,,
GCF_000597845.1|WP_001263933.1,11,Core,ssuE,NADPH-dependent FMN reductase,FMN reductase [NAD(P)H] activity|0008752||IEA,"GO:0046306,GO:0008752"
GCF_000597845.1|WP_001264088.1,11,Core,csgF,curli production assembly/transport protein CsgF,,
GCF_000597845.1|WP_001264141.1,10,Accessory,hofP,DNA utilization protein HofP,,
GCF_000597845.1|WP_001264352.1,11,Core,tsaD,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD,,GO:0002949
GCF_000597845.1|WP_001264933.1,11,Core,torT,TMAO reductase system periplasmic protein TorT,,
GCF_000597845.1|WP_001266293.1,11,Core,hmsP,biofilm formation regulator HmsP,,GO:0007165
GCF_000597845.1|WP_001266503.1,11,Core,queA,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA,S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity|0051075||IEA,"GO:0006400,GO:0008616,GO:0051075,GO:0005737"
GCF_000597845.1|WP_001266908.1,11,Core,dadA,D-amino acid dehydrogenase,,
GCF_000597845.1|WP_001267253.1,10,Accessory,ybiO,mechanosensitive channel protein,,GO:0055085
GCF_000597845.1|WP_001267448.1,11,Core,fxsA,FxsA family protein,,GO:0005886
GCF_000597845.1|WP_001267498.1,11,Core,ypfJ,KPN_02809 family neutral zinc metallopeptidase,,
GCF_000597845.1|WP_001267941.1,11,Core,holB,DNA polymerase III subunit delta',"DNA-directed DNA polymerase activity|0003887||IEA,3'-5' exonuclease activity|0008408||IEA","GO:0006260,GO:0003887,GO:0008408"
GCF_000597845.1|WP_001268460.1,9,Accessory,ygcG,TPM domain-containing protein,phosphatase activity|0016791||IEA,GO:0016791
GCF_000597845.1|WP_001269197.1,11,Core,eptB,kdo(2)-lipid A phosphoethanolamine 7''-transferase,sulfuric ester hydrolase activity|0008484||IEA,GO:0008484
GCF_000597845.1|WP_001269316.1,11,Core,tamA,autotransporter assembly complex protein TamA,,"GO:0009306,GO:0089705"
GCF_000597845.1|WP_001269520.1,11,Core,coaE,dephospho-CoA kinase,"dephospho-CoA kinase activity|0004140||IEA,ATP binding|0005524||IEA","GO:0015937,GO:0004140,GO:0005524,GO:0005737"
GCF_000597845.1|WP_001270260.1,11,Core,yiiM,6-hydroxyaminopurine reductase,"catalytic activity|0003824||IEA,molybdenum ion binding|0030151||IEA,pyridoxal phosphate binding|0030170||IEA","GO:0003824,GO:0030151,GO:0030170"
GCF_000597845.1|WP_001270542.1,11,Core,ypfG,DUF1176 domain-containing protein,,
GCF_000597845.1|WP_001270734.1,11,Core,ybjP,lipoprotein,,
GCF_000597845.1|WP_001270809.1,11,Core,hemP,hemin uptake protein HemP,,
GCF_000597845.1|WP_001271686.1,9,Accessory,yhhH,protein YhhH,,
GCF_000597845.1|WP_001271717.1,11,Core,glnA,glutamate--ammonia ligase,glutamine synthetase activity|0004356||IEA,"GO:0006542,GO:0008152,GO:0004356"
GCF_000597845.1|WP_001272558.1,11,Core,actS,amidase activator ActS,,
GCF_000597845.1|WP_001272653.1,11,Core,kdpF,K(+)-transporting ATPase subunit F,,
GCF_000597845.1|WP_001272796.1,11,Core,plsY,glycerol-3-phosphate 1-O-acyltransferase PlsY,O-acyltransferase activity|0008374||IEA,"GO:0006654,GO:0008374,GO:0005886"
GCF_000597845.1|WP_001272898.1,11,Core,mutS,DNA mismatch repair protein MutS,"ATP binding|0005524||IEA,mismatched DNA binding|0030983||IEA","GO:0006298,GO:0005524,GO:0030983"
GCF_000597845.1|WP_001273527.1,11,Core,ydhV,aldehyde ferredoxin oxidoreductase,"electron transfer activity|0009055||IEA,oxidoreductase activity|0016491||IEA,iron-sulfur cluster binding|0051536||IEA","GO:0009055,GO:0016491,GO:0051536"
GCF_000597845.1|WP_001274021.1,11,Core,rpsT,30S ribosomal protein S20,"RNA binding|0003723||IEA,structural constituent of ribosome|0003735||IEA","GO:0006412,GO:0003723,GO:0003735,GO:0005840"
GCF_000597845.1|WP_001274295.1,9,Accessory,fliE,flagellar hook-basal body complex protein FliE,cytoskeletal motor activity|0003774||IEA,"GO:0071973,GO:0003774,GO:0009431"
GCF_000597845.1|WP_001274388.1,11,Core,hycC,formate hydrogenlyase subunit 3,NADH dehydrogenase (ubiquinone) activity|0008137||IEA,"GO:0042773,GO:0008137"
GCF_000597845.1|WP_001274501.1,11,Core,yfcC,putative basic amino acid antiporter YfcC,,GO:0016020
GCF_000597845.1|WP_001274680.1,11,Core,prkB,phosphoribulokinase,"ATP binding|0005524||IEA,phosphoribulokinase activity|0008974||IEA","GO:0005975,GO:0005524,GO:0008974"
GCF_000597845.1|WP_001274963.1,11,Core,pspB,envelope stress response membrane protein PspB,,GO:0009271
GCF_000597845.1|WP_001275210.1,11,Core,mdtO,multidrug efflux transporter permease subunit MdtO,,
GCF_000597845.1|WP_001275702.1,11,Core,secE,preprotein translocase subunit SecE,,
GCF_000597845.1|WP_001275861.1,9,Accessory,prpD,2-methylcitrate dehydratase,"2-methylcitrate dehydratase activity|0047547||IEA,2 iron%2C 2 sulfur cluster binding|0051537||IEA","GO:0019679,GO:0047547,GO:0051537"
GCF_000597845.1|WP_001276008.1,11,Core,zapA,cell division protein ZapA,,
GCF_000597845.1|WP_001276076.1,11,Core,hcaF,3-phenylpropionate/cinnamic acid dioxygenase subunit beta,3-phenylpropionate dioxygenase activity|0008695||IEA,"GO:0019380,GO:0008695"
GCF_000597845.1|WP_001276180.1,5,Accessory,yjeO,YjeO family protein,,
GCF_000597845.1|WP_001276305.1,11,Core,yajL,protein deglycase YajL,,
GCF_000597845.1|WP_001276478.1,11,Core,ppdC,prepilin-type N-terminal cleavage/methylation domain-containing protein,,
GCF_000597845.1|WP_001276847.1,7,Accessory,frlR,DNA-binding transcriptional regulator FrlR,,
GCF_000597845.1|WP_001276928.1,11,Core,thiC,phosphomethylpyrimidine synthase ThiC,iron-sulfur cluster binding|0051536||IEA,"GO:0009228,GO:0051536"
GCF_000597845.1|WP_001277142.1,11,Core,yigI,acyl-CoA thioesterase YigI,,
GCF_000597845.1|WP_001277222.1,11,Core,yggU,DUF167 family protein YggU,,
GCF_000597845.1|WP_001277456.1,1,Singleton,merD,mercury resistance co-regulator MerD,DNA binding|0003677||IEA,"GO:0006355,GO:0045892,GO:0046689,GO:0003677"
GCF_000597845.1|WP_001277561.1,11,Core,cysE,serine O-acetyltransferase,serine O-acetyltransferase activity|0009001||IEA,"GO:0006535,GO:0009001"
GCF_000597845.1|WP_001277801.1,11,Core,dapE,succinyl-diaminopimelate desuccinylase,succinyl-diaminopimelate desuccinylase activity|0009014||IEA,"GO:0009089,GO:0009014"
GCF_000597845.1|WP_001278497.1,11,Core,ydiS,FAD-dependent oxidoreductase,,
GCF_000597845.1|WP_001278605.1,11,Core,corC,CNNM family magnesium/cobalt transport protein CorC,flavin adenine dinucleotide binding|0050660||IEA,GO:0050660
GCF_000597845.1|WP_001278727.1,11,Core,puuR,HTH-type transcriptional regulator PuuR,,
GCF_000597845.1|WP_001278907.1,11,Core,cobO,cob(I)yrinic acid a%2Cc-diamide adenosyltransferase,corrinoid adenosyltransferase activity|0008817||IEA,"GO:0009236,GO:0008817"
GCF_000597845.1|WP_001279752.1,11,Core,yidE,putative transporter,monoatomic cation transmembrane transporter activity|0008324||IEA,"GO:0006813,GO:0008324"
GCF_000597845.1|WP_001280345.1,11,Core,miaA,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA,tRNA dimethylallyltransferase activity|0052381||IEA,"GO:0006400,GO:0052381,GO:0005737"
GCF_000597845.1|WP_001280624.1,11,Core,fic,putative adenosine monophosphate-protein transferase Fic,,
GCF_000597845.1|WP_001280776.1,11,Core,trxA,thioredoxin TrxA,protein-disulfide reductase activity|0015035||IEA,"GO:0006662,GO:0015035"
GCF_000597845.1|WP_001281377.1,11,Core,hcaB,3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase,,
GCF_000597845.1|WP_001281881.1,11,Core,parC,DNA topoisomerase IV subunit A,DNA topoisomerase type II (double strand cut%2C ATP-hydrolyzing) activity|0003918||IEA,"GO:0006265,GO:0003918,GO:0009340"
GCF_000597845.1|WP_001281927.1,11,Core,bacA,undecaprenyl-diphosphate phosphatase,undecaprenyl-diphosphatase activity|0050380||IEA,"GO:0016311,GO:0050380,GO:0016020"
GCF_000597845.1|WP_001282281.1,11,Core,rnt,ribonuclease T,RNA exonuclease activity%2C producing 5'-phosphomonoesters|0016896||IEA,"GO:0006364,GO:0042780,GO:0016896"
GCF_000597845.1|WP_001282319.1,11,Core,pdxH,pyridoxamine 5'-phosphate oxidase,"pyridoxamine phosphate oxidase activity|0004733||IEA,FMN binding|0010181||IEA","GO:0008615,GO:0004733,GO:0010181"
GCF_000597845.1|WP_001282346.1,11,Core,mnmE,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE,"GTPase activity|0003924||IEA,protein binding|0005515||IEA,GTP binding|0005525||IEA","GO:0006400,GO:0003924,GO:0005515,GO:0005525"
GCF_000597845.1|WP_001283421.1,11,Core,uvrC,excinuclease ABC subunit UvrC,excinuclease ABC activity|0009381||IEA,"GO:0006289,GO:0009381,GO:0009380"
GCF_000597845.1|WP_001283547.1,7,Accessory,,enoyl-CoA hydratase/isomerase family protein,lyase activity|0016829||IEA,GO:0016829
GCF_000597845.1|WP_001283585.1,11,Core,truA,tRNA pseudouridine(38-40) synthase TruA,"RNA binding|0003723||IEA,pseudouridine synthase activity|0009982||IEA","GO:0001522,GO:0009451,GO:0003723,GO:0009982"
GCF_000597845.1|WP_001283626.1,8,Accessory,fecI,RNA polymerase sigma factor FecI,,
GCF_000597845.1|WP_001283723.1,11,Core,glgB,1%2C4-alpha-glucan branching enzyme,1%2C4-alpha-glucan branching enzyme activity|0003844||IEA,"GO:0005978,GO:0003844"
GCF_000597845.1|WP_001284199.1,3,Accessory,,Hcp family type VI secretion system effector,,GO:0033103
GCF_000597845.1|WP_001284618.1,11,Core,msrB,peptide-methionine (R)-S-oxide reductase MsrB,peptide-methionine (R)-S-oxide reductase activity|0033743||IEA,"GO:0006979,GO:0030091,GO:0033743"
GCF_000597845.1|WP_001285288.1,10,Accessory,proB,glutamate 5-kinase,glutamate 5-kinase activity|0004349||IEA,"GO:0006561,GO:0004349,GO:0005737"
GCF_000597845.1|WP_001285432.1,11,Core,ygjI,amino acid permease,transmembrane transporter activity|0022857||IEA,"GO:0055085,GO:0022857,GO:0016020"
GCF_000597845.1|WP_001285661.1,11,Core,rnm,RNase RNM,"5'-3' RNA exonuclease activity|0004534||IEA,5'-3' DNA exonuclease activity|0035312||IEA,3'%2C5'-nucleotide bisphosphate phosphatase activity|0097657||IEA","GO:0006364,GO:0004534,GO:0035312,GO:0097657"
GCF_000597845.1|WP_001285833.1,11,Core,ddpX,D-alanyl-D-alanine dipeptidase,dipeptidase activity|0016805||IEA,"GO:0006508,GO:0016805"
GCF_000597845.1|WP_001285927.1,11,Core,prpC,bifunctional 2-methylcitrate synthase/citrate synthase,"citrate (Si)-synthase activity|0004108||IEA,2-methylcitrate synthase activity|0050440||IEA","GO:0019679,GO:0004108,GO:0050440"
GCF_000597845.1|WP_001286216.1,11,Core,yrdA,gamma carbonic anhydrase family protein,metal ion binding|0046872||IEA,GO:0046872
GCF_000597845.1|WP_001286597.1,11,Core,tam,trans-aconitate 2-methyltransferase,trans-aconitate 2-methyltransferase activity|0030798||IEA,GO:0030798
GCF_000597845.1|WP_001286873.1,11,Core,ileS,isoleucine--tRNA ligase,"nucleotide binding|0000166||IEA,isoleucine-tRNA ligase activity|0004822||IEA,ATP binding|0005524||IEA","GO:0006428,GO:0000166,GO:0004822,GO:0005524"
GCF_000597845.1|WP_001287031.1,11,Core,yeaX,carnitine monooxygenase reductase subunit YeaX,,
GCF_000597845.1|WP_001287154.1,11,Core,glnS,glutamine--tRNA ligase,"nucleotide binding|0000166||IEA,glutamine-tRNA ligase activity|0004819||IEA,ATP binding|0005524||IEA","GO:0006425,GO:0000166,GO:0004819,GO:0005524,GO:0005737"
GCF_000597845.1|WP_001287420.1,11,Core,gutQ,arabinose-5-phosphate isomerase GutQ,,
GCF_000597845.1|WP_001287454.1,11,Core,yqaA,YqaA family protein,,GO:0005886
GCF_000597845.1|WP_001287516.1,11,Core,nusG,transcription termination/antitermination protein NusG,,GO:0032784
GCF_000597845.1|WP_001288228.1,9,Accessory,yqcG,cell envelope stress response protein YqcG,,
GCF_000597845.1|WP_001288587.1,11,Core,atpH,F0F1 ATP synthase subunit delta,proton-transporting ATP synthase activity%2C rotational mechanism|0046933||IEA,"GO:0015986,GO:0046933,GO:0016020"
GCF_000597845.1|WP_001288850.1,11,Core,mukF,chromosome partition protein MukF,calcium ion binding|0005509||IEA,"GO:0007059,GO:0005509"
GCF_000597845.1|WP_001289167.1,11,Core,usg,aspartate-semialdehyde dehydrogenase,"oxidoreductase activity%2C acting on the aldehyde or oxo group of donors%2C NAD or NADP as acceptor|0016620||IEA,protein dimerization activity|0046983||IEA,NAD binding|0051287||IEA","GO:0008652,GO:0016620,GO:0046983,GO:0051287"
GCF_000597845.1|WP_001289652.1,11,Core,rsxE,electron transport complex subunit RsxE,,
GCF_000597845.1|WP_001290706.1,11,Core,cysI,assimilatory sulfite reductase (NADPH) hemoprotein subunit,"sulfite reductase (NADPH) activity|0004783||IEA,NADP binding|0050661||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA","GO:0000103,GO:0008652,GO:0004783,GO:0050661,GO:0051539,GO:0009337"
GCF_000597845.1|WP_001291268.1,11,Core,yieF,class I chromate reductase YieF,,
GCF_000597845.1|WP_001291435.1,11,Core,hha,HHA domain-containing protein,,
GCF_000597845.1|WP_001291603.1,11,Core,flhC,flagellar transcriptional regulator FlhC,DNA binding|0003677||IEA,"GO:0045893,GO:1902208,GO:0003677"
GCF_000597845.1|WP_001291772.1,11,Core,glyS,glycine--tRNA ligase subunit beta,"nucleotide binding|0000166||IEA,glycine-tRNA ligase activity|0004820||IEA,ATP binding|0005524||IEA","GO:0006426,GO:0000166,GO:0004820,GO:0005524,GO:0005737"
GCF_000597845.1|WP_001291921.1,11,Core,hycH,formate hydrogenlyase assembly protein HycH,,
GCF_000597845.1|WP_001291990.1,10,Accessory,gpt,xanthine phosphoribosyltransferase,xanthine phosphoribosyltransferase activity|0000310||IEA,"GO:0009116,GO:0000310"
GCF_000597845.1|WP_001292353.1,11,Core,paaF,2%2C3-dehydroadipyl-CoA hydratase PaaF,,
GCF_000597845.1|WP_001292676.1,11,Core,opgB,phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase,sulfuric ester hydrolase activity|0008484||IEA,GO:0008484
GCF_000597845.1|WP_001293009.1,10,Accessory,pepD,cytosol nonspecific dipeptidase,hydrolase activity|0016787||IEA,"GO:0006508,GO:0016787"
GCF_000597845.1|WP_001293282.1,11,Core,rlmB,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB,"RNA binding|0003723||IEA,RNA methyltransferase activity|0008173||IEA","GO:0006396,GO:0003723,GO:0008173"
GCF_000597845.1|WP_001293341.1,11,Core,hslU,HslU--HslV peptidase ATPase subunit,"ATP-dependent peptidase activity|0004176||IEA,ATP binding|0005524||IEA","GO:0006508,GO:0004176,GO:0005524,GO:0009376"
GCF_000597845.1|WP_001294219.1,11,Core,queG,tRNA epoxyqueuosine(34) reductase QueG,"4 iron%2C 4 sulfur cluster binding|0051539||IEA,epoxyqueuosine reductase activity|0052693||IEA","GO:0008033,GO:0008616,GO:0051539,GO:0052693"
GCF_000597845.1|WP_001294600.1,11,Core,metI,methionine ABC transporter permease MetI,,
